本編	名詞,一般,*,*,*,*,本編,ホンペン,ホンペン
モルガン	名詞,固有名詞,人名,姓,*,*,モルガン,モルガン,モルガン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
苦言	名詞,一般,*,*,*,*,苦言,クゲン,クゲン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
呈し	動詞,自立,*,*,五段・サ行,連用形,呈す,テイシ,テイシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が	助詞,接続助詞,*,*,*,*,が,ガ,ガ
、	記号,読点,*,*,*,*,、,、,、
結局	名詞,副詞可能,*,*,*,*,結局,ケッキョク,ケッキョク
彼	名詞,代名詞,一般,*,*,*,彼,カレ,カレ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
止める	動詞,自立,*,*,一段,基本形,止める,トメル,トメル
こと	名詞,非自立,一般,*,*,*,こと,コト,コト
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
でき	動詞,自立,*,*,一段,未然形,できる,デキ,デキ
ず	助動詞,*,*,*,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
、	記号,読点,*,*,*,*,、,、,、
結果	名詞,副詞可能,*,*,*,*,結果,ケッカ,ケッカ
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
テラグリジア	名詞,一般,*,*,*,*,*
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
消滅	名詞,サ変接続,*,*,*,*,消滅,ショウメツ,ショーメツ
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
事	名詞,非自立,一般,*,*,*,事,コト,コト
と	助詞,格助詞,一般,*,*,*,と,ト,ト
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
その後	名詞,副詞可能,*,*,*,*,その後,ソノゴ,ソノゴ
、	記号,読点,*,*,*,*,、,、,、
テラグリジア・パニック	名詞,一般,*,*,*,*,*
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
テロ	名詞,一般,*,*,*,*,テロ,テロ,テロ
組織	名詞,サ変接続,*,*,*,*,組織,ソシキ,ソシキ
『	記号,括弧開,*,*,*,*,『,『,『
ヴェルトロ	名詞,固有名詞,一般,*,*,*,*
』	記号,括弧閉,*,*,*,*,』,』,』
と	助詞,格助詞,引用,*,*,*,と,ト,ト
モルガン	名詞,固有名詞,人名,姓,*,*,モルガン,モルガン,モルガン
による	助詞,格助詞,連語,*,*,*,による,ニヨル,ニヨル
共謀	名詞,サ変接続,*,*,*,*,共謀,キョウボウ,キョーボー
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あっ	助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
事	名詞,非自立,一般,*,*,*,事,コト,コト
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
知り	動詞,自立,*,*,五段・ラ行,連用形,知る,シリ,シリ
、	記号,読点,*,*,*,*,、,、,、
彼	名詞,代名詞,一般,*,*,*,彼,カレ,カレ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
陰謀	名詞,一般,*,*,*,*,陰謀,インボウ,インボー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
公	名詞,一般,*,*,*,*,公,オオヤケ,オーヤケ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
告発	名詞,サ変接続,*,*,*,*,告発,コクハツ,コクハツ
す	動詞,自立,*,*,サ変・スル,文語基本形,する,ス,ス
べく	助動詞,*,*,*,文語・ベシ,連用形,べし,ベク,ベク
、	記号,読点,*,*,*,*,、,、,、
FBC	名詞,固有名詞,組織,*,*,*,*
の	助詞,連体化,*,*,*,*,の,ノ,ノ
レイモンド・ベスター	名詞,一般,*,*,*,*,*
と	助詞,格助詞,一般,*,*,*,と,ト,ト
共謀	名詞,サ変接続,*,*,*,*,共謀,キョウボウ,キョーボー
、	記号,読点,*,*,*,*,、,、,、
既に	副詞,一般,*,*,*,*,既に,スデニ,スデニ
壊滅	名詞,サ変接続,*,*,*,*,壊滅,カイメツ,カイメツ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
『	記号,括弧開,*,*,*,*,『,『,『
ヴェルトロ	名詞,固有名詞,一般,*,*,*,*
』	記号,括弧閉,*,*,*,*,』,』,』
の	助詞,連体化,*,*,*,*,の,ノ,ノ
復活	名詞,サ変接続,*,*,*,*,復活,フッカツ,フッカツ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
装っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,装う,ヨソオッ,ヨソオッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
クリス	名詞,固有名詞,人名,名,*,*,クリス,クリス,クリス
や	助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
ジル	名詞,固有名詞,人名,姓,*,*,ジル,ジル,ジル
達	名詞,固有名詞,人名,名,*,*,達,イタル,イタル
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
動員	名詞,サ変接続,*,*,*,*,動員,ドウイン,ドーイン
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
『	記号,括弧開,*,*,*,*,『,『,『
RV	名詞,固有名詞,組織,*,*,*,*
』	記号,括弧閉,*,*,*,*,』,』,』
における	助詞,格助詞,連語,*,*,*,における,ニオケル,ニオケル
事件	名詞,一般,*,*,*,*,事件,ジケン,ジケン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
旗揚げ	名詞,サ変接続,*,*,*,*,旗揚げ,ハタアゲ,ハタアゲ
役	名詞,接尾,一般,*,*,*,役,ヤク,ヤク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
担う	動詞,自立,*,*,五段・ワ行促音便,基本形,担う,ニナウ,ニナウ
事	名詞,非自立,一般,*,*,*,事,コト,コト
と	助詞,格助詞,一般,*,*,*,と,ト,ト
なり	動詞,自立,*,*,五段・ラ行,連用形,なる,ナリ,ナリ
、	記号,読点,*,*,*,*,、,、,、
後	名詞,接尾,副詞可能,*,*,*,後,ゴ,ゴ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
自ら	名詞,副詞可能,*,*,*,*,自ら,ミズカラ,ミズカラ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
告発	名詞,サ変接続,*,*,*,*,告発,コクハツ,コクハツ
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル
事	名詞,非自立,一般,*,*,*,事,コト,コト
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
危惧し	動詞,自立,*,*,五段・サ行,連用形,危惧す,キグシ,キグシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
モルガン	名詞,固有名詞,人名,姓,*,*,モルガン,モルガン,モルガン
と	助詞,並立助詞,*,*,*,*,と,ト,ト
彼	名詞,代名詞,一般,*,*,*,彼,カレ,カレ
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
率いる	動詞,自立,*,*,一段,基本形,率いる,ヒキイル,ヒキイル
FBC	名詞,一般,*,*,*,*,*
によって	助詞,格助詞,連語,*,*,*,によって,ニヨッテ,ニヨッテ
BSAA	名詞,固有名詞,組織,*,*,*,*
ごと	名詞,接尾,一般,*,*,*,ごと,ゴト,ゴト
拘束	名詞,サ変接続,*,*,*,*,拘束,コウソク,コーソク
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
しまう	動詞,非自立,*,*,五段・ワ行促音便,基本形,しまう,シマウ,シマウ
が	助詞,接続助詞,*,*,*,*,が,ガ,ガ
、	記号,読点,*,*,*,*,、,、,、
すべて	名詞,副詞可能,*,*,*,*,すべて,スベテ,スベテ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
知っ	動詞,自立,*,*,五段・ラ行,連用タ接続,知る,シッ,シッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
クリス	名詞,固有名詞,人名,名,*,*,クリス,クリス,クリス
と	助詞,並立助詞,*,*,*,*,と,ト,ト
ジル	名詞,固有名詞,人名,姓,*,*,ジル,ジル,ジル
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
モルガン	名詞,固有名詞,人名,姓,*,*,モルガン,モルガン,モルガン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
陰謀	名詞,一般,*,*,*,*,陰謀,インボウ,インボー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
証拠	名詞,一般,*,*,*,*,証拠,ショウコ,ショーコ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
裏付ける	動詞,自立,*,*,一段,基本形,裏付ける,ウラヅケル,ウラズケル
PAD	名詞,一般,*,*,*,*,*
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
入手	名詞,サ変接続,*,*,*,*,入手,ニュウシュ,ニューシュ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
記録	名詞,サ変接続,*,*,*,*,記録,キロク,キロク
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
彼	名詞,代名詞,一般,*,*,*,彼,カレ,カレ
と	助詞,格助詞,一般,*,*,*,と,ト,ト
ヴェルトロ	名詞,一般,*,*,*,*,*
の	助詞,連体化,*,*,*,*,の,ノ,ノ
指導	名詞,サ変接続,*,*,*,*,指導,シドウ,シドー
者	名詞,接尾,一般,*,*,*,者,シャ,シャ
ジャック	名詞,一般,*,*,*,*,ジャック,ジャック,ジャック
・	記号,一般,*,*,*,*,・,・,・
ノーマン	名詞,固有名詞,人名,姓,*,*,ノーマン,ノーマン,ノーマン
と	助詞,格助詞,一般,*,*,*,と,ト,ト
の	助詞,連体化,*,*,*,*,の,ノ,ノ
取引	名詞,サ変接続,*,*,*,*,取引,トリヒキ,トリヒキ
映像	名詞,一般,*,*,*,*,映像,エイゾウ,エイゾー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
公開	名詞,サ変接続,*,*,*,*,公開,コウカイ,コーカイ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
事	名詞,非自立,一般,*,*,*,事,コト,コト
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
、	記号,読点,*,*,*,*,、,、,、
モルガン	名詞,固有名詞,人名,姓,*,*,モルガン,モルガン,モルガン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
逮捕	名詞,サ変接続,*,*,*,*,逮捕,タイホ,タイホ
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
事	名詞,非自立,一般,*,*,*,事,コト,コト
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
成功	名詞,サ変接続,*,*,*,*,成功,セイコウ,セイコー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
EOS
事件	名詞,一般,*,*,*,*,事件,ジケン,ジケン
解決	名詞,サ変接続,*,*,*,*,解決,カイケツ,カイケツ
後	名詞,接尾,副詞可能,*,*,*,後,ゴ,ゴ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
独断	名詞,サ変接続,*,*,*,*,独断,ドクダン,ドクダン
で	助詞,格助詞,一般,*,*,*,で,デ,デ
作戦	名詞,一般,*,*,*,*,作戦,サクセン,サクセン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
指示	名詞,サ変接続,*,*,*,*,指示,シジ,シジ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
責任	名詞,一般,*,*,*,*,責任,セキニン,セキニン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
取っ	動詞,自立,*,*,五段・ラ行,連用タ接続,取る,トッ,トッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
BSAA	名詞,一般,*,*,*,*,*
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
辞任	名詞,サ変接続,*,*,*,*,辞任,ジニン,ジニン
、	記号,読点,*,*,*,*,、,、,、
現在	名詞,副詞可能,*,*,*,*,現在,ゲンザイ,ゲンザイ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
BSAA	名詞,固有名詞,組織,*,*,*,*
本部	名詞,一般,*,*,*,*,本部,ホンブ,ホンブ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
顧問	名詞,一般,*,*,*,*,顧問,コモン,コモン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
務め	動詞,自立,*,*,一段,連用形,務める,ツトメ,ツトメ
ながら	助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ
、	記号,読点,*,*,*,*,、,、,、
自宅	名詞,一般,*,*,*,*,自宅,ジタク,ジタク
にて	助詞,格助詞,一般,*,*,*,にて,ニテ,ニテ
探偵	名詞,サ変接続,*,*,*,*,探偵,タンテイ,タンテイ
小説	名詞,一般,*,*,*,*,小説,ショウセツ,ショーセツ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
執筆	名詞,サ変接続,*,*,*,*,執筆,シッピツ,シッピツ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル
。	記号,句点,*,*,*,*,。,。,。
EOS
フィン・マコーレー	名詞,一般,*,*,*,*,*
(	名詞,サ変接続,*,*,*,*,*
Finn	名詞,一般,*,*,*,*,*
Macaulay	名詞,一般,*,*,*,*,*
)	名詞,サ変接続,*,*,*,*,*
EOS
声	名詞,一般,*,*,*,*,声,コエ,コエ
-	名詞,サ変接続,*,*,*,*,*
Yuri	名詞,一般,*,*,*,*,*
Lowenthal	名詞,固有名詞,組織,*,*,*,*
EOS
『	記号,括弧開,*,*,*,*,『,『,『
6	名詞,数,*,*,*,*,*
』	記号,括弧閉,*,*,*,*,』,』,』
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
登場	名詞,サ変接続,*,*,*,*,登場,トウジョウ,トージョー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
BSAA	名詞,一般,*,*,*,*,*
北米	名詞,固有名詞,地域,一般,*,*,北米,ホクベイ,ホクベイ
支部	名詞,一般,*,*,*,*,支部,シブ,シブ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
新人	名詞,一般,*,*,*,*,新人,シンジン,シンジン
隊員	名詞,一般,*,*,*,*,隊員,タイイン,タイイン
で	助詞,格助詞,一般,*,*,*,で,デ,デ
、	記号,読点,*,*,*,*,、,、,、
少々	副詞,助詞類接続,*,*,*,*,少々,ショウショウ,ショーショー
気弱	名詞,形容動詞語幹,*,*,*,*,気弱,キヨワ,キヨワ
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
が	助詞,接続助詞,*,*,*,*,が,ガ,ガ
実直	名詞,形容動詞語幹,*,*,*,*,実直,ジッチョク,ジッチョク
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
性格	名詞,一般,*,*,*,*,性格,セイカク,セイカク
で	助詞,格助詞,一般,*,*,*,で,デ,デ
、	記号,読点,*,*,*,*,、,、,、
2012	名詞,数,*,*,*,*,*
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン
12	名詞,数,*,*,*,*,*
月	名詞,一般,*,*,*,*,月,ツキ,ツキ
時点	名詞,一般,*,*,*,*,時点,ジテン,ジテン
で	助詞,格助詞,一般,*,*,*,で,デ,デ
年齢	名詞,一般,*,*,*,*,年齢,ネンレイ,ネンレイ
22	名詞,数,*,*,*,*,*
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ
。	記号,句点,*,*,*,*,。,。,。
EOS
クリス	名詞,固有名詞,人名,名,*,*,クリス,クリス,クリス
の	助詞,連体化,*,*,*,*,の,ノ,ノ
こと	名詞,非自立,一般,*,*,*,こと,コト,コト
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
「	記号,括弧開,*,*,*,*,「,「,「
素晴らしい	形容詞,自立,*,*,形容詞・イ段,基本形,素晴らしい,スバラシイ,スバラシイ
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
」	記号,括弧閉,*,*,*,*,」,」,」
と	助詞,格助詞,引用,*,*,*,と,ト,ト
慕い	動詞,自立,*,*,五段・ワ行促音便,連用形,慕う,シタイ,シタイ
、	記号,読点,*,*,*,*,、,、,、
憧れ	動詞,自立,*,*,一段,連用形,憧れる,アコガレ,アコガレ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル
。	記号,句点,*,*,*,*,。,。,。
EOS
初	名詞,一般,*,*,*,*,初,ハツ,ハツ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
実戦	名詞,サ変接続,*,*,*,*,実戦,ジッセン,ジッセン
ながら	助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ
も	助詞,係助詞,*,*,*,*,も,モ,モ
バリケード	名詞,一般,*,*,*,*,バリケード,バリケード,バリケード
や	助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
高射	名詞,一般,*,*,*,*,高射,コウシャ,コーシャ
砲	名詞,接尾,一般,*,*,*,砲,ホウ,ホー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
爆破	名詞,サ変接続,*,*,*,*,爆破,バクハ,バクハ
作戦	名詞,一般,*,*,*,*,作戦,サクセン,サクセン
において	助詞,格助詞,連語,*,*,*,において,ニオイテ,ニオイテ
も	助詞,係助詞,*,*,*,*,も,モ,モ
活躍	名詞,サ変接続,*,*,*,*,活躍,カツヤク,カツヤク
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が	助詞,接続助詞,*,*,*,*,が,ガ,ガ
エイダ	名詞,一般,*,*,*,*,*
（	記号,括弧開,*,*,*,*,（,（,（
カーラ	名詞,固有名詞,一般,*,*,*,*
）	記号,括弧閉,*,*,*,*,）,）,）
の	助詞,連体化,*,*,*,*,の,ノ,ノ
罠	名詞,一般,*,*,*,*,罠,ワナ,ワナ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
嵌	動詞,自立,*,*,五段・ラ行,体言接続特殊２,嵌る,ハマ,ハマ
まり	名詞,一般,*,*,*,*,まり,マリ,マリ
、	記号,読点,*,*,*,*,、,、,、
他	名詞,一般,*,*,*,*,他,タ,タ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
隊員	名詞,一般,*,*,*,*,隊員,タイイン,タイイン
達	名詞,接尾,一般,*,*,*,達,タチ,タチ
と共に	助詞,格助詞,連語,*,*,*,と共に,トトモニ,トトモニ
C	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
ウィルス	名詞,一般,*,*,*,*,ウィルス,ウィルス,ウィルス
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
感染	名詞,サ変接続,*,*,*,*,感染,カンセン,カンセン
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ
せ	動詞,接尾,*,*,一段,未然形,せる,セ,セ
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ
、	記号,読点,*,*,*,*,、,、,、
クリス	名詞,固有名詞,人名,名,*,*,クリス,クリス,クリス
や	助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
ピアーズ	名詞,固有名詞,人名,姓,*,*,ピアーズ,ピアーズ,ピアーズ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
目	名詞,一般,*,*,*,*,目,メ,メ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
ジュアヴォ	名詞,一般,*,*,*,*,*
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
なら	動詞,自立,*,*,五段・ラ行,未然形,なる,ナラ,ナラ
ず	助動詞,*,*,*,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
直接	名詞,副詞可能,*,*,*,*,直接,チョクセツ,チョクセツ
サナギ	名詞,一般,*,*,*,*,サナギ,サナギ,サナギ
と	助詞,格助詞,引用,*,*,*,と,ト,ト
化し	動詞,自立,*,*,五段・サ行,連用形,化す,カシ,カシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
後	名詞,非自立,副詞可能,*,*,*,後,ノチ,ノチ
、	記号,読点,*,*,*,*,、,、,、
ナパドゥ	名詞,一般,*,*,*,*,*
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
変貌	名詞,サ変接続,*,*,*,*,変貌,ヘンボウ,ヘンボー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
クリス	名詞,固有名詞,人名,名,*,*,クリス,クリス,クリス
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
襲い	動詞,自立,*,*,五段・ワ行促音便,連用形,襲う,オソイ,オソイ
掛かり	動詞,自立,*,*,五段・ラ行,連用形,掛かる,カカリ,カカリ
、	記号,読点,*,*,*,*,、,、,、
彼	名詞,代名詞,一般,*,*,*,彼,カレ,カレ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
記憶	名詞,サ変接続,*,*,*,*,記憶,キオク,キオク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
無くす	動詞,自立,*,*,五段・サ行,基本形,無くす,ナクス,ナクス
原因	名詞,一般,*,*,*,*,原因,ゲンイン,ゲンイン
と	助詞,格助詞,一般,*,*,*,と,ト,ト
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
その後	名詞,副詞可能,*,*,*,*,その後,ソノゴ,ソノゴ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
